Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
01/21/2019,20184338.99,2018.341371,CY 2005,20186.72999,Q1-2005,201843.2264,January 2005,9.089336388,January,4.018871146,Monday,2019.168495,FY 2005,2.007785328,Q3,20193.69273,Q3-2005,5.163852284,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/22/2019,20184365.88,2018.344053,CY 2005,20186.75702,Q1-2005,201843.4953,January 2005,9.090001692,January,4.018875736,Tuesday,2019.171261,FY 2005,2.007659388,Q3,20193.72027,Q3-2005,5.163511614,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/23/2019,20184392.77,2018.346736,CY 2005,20186.78405,Q1-2005,201843.7642,January 2005,9.090666996,January,4.018880327,Wednesday,2019.174027,FY 2005,2.007533447,Q3,20193.7478,Q3-2005,5.163170943,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/24/2019,20184419.66,2018.349418,CY 2005,20186.81109,Q1-2005,201844.0331,January 2005,9.0913323,January,4.018884917,Thursday,2019.176793,FY 2005,2.007407507,Q3,20193.77534,Q3-2005,5.162830272,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/25/2019,20184446.55,2018.3521,CY 2005,20186.83812,Q1-2005,201844.302,January 2005,9.091997604,January,4.018889507,Friday,2019.179559,FY 2005,2.007281566,Q3,20193.80287,Q3-2005,5.162489601,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/26/2019,20184473.44,2018.354782,CY 2005,20186.86515,Q1-2005,201844.5709,January 2005,9.092662908,January,4.018894097,Saturday,2019.182325,FY 2005,2.007155626,Q3,20193.83041,Q3-2005,5.162148931,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/27/2019,20184500.32,2018.357465,CY 2005,20186.89218,Q1-2005,201844.8398,January 2005,9.093328212,January,4.018898687,Sunday,2019.185091,FY 2005,2.007029685,Q3,20193.85794,Q3-2005,5.16180826,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/28/2019,20184527.21,2018.360147,CY 2005,20186.91921,Q1-2005,201845.1087,January 2005,9.093993516,January,4.018903278,Monday,2019.187857,FY 2005,2.006903744,Q3,20193.88548,Q3-2005,5.161467589,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/29/2019,20184554.1,2018.362829,CY 2005,20186.94625,Q1-2005,201845.3776,January 2005,9.09465882,January,4.018907868,Tuesday,2019.190623,FY 2005,2.006777804,Q3,20193.91301,Q3-2005,5.161126918,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/30/2019,20184580.99,2018.365511,CY 2005,20186.97328,Q1-2005,201845.6465,January 2005,9.095324124,January,4.018912458,Wednesday,2019.193389,FY 2005,2.006651863,Q3,20193.94055,Q3-2005,5.160786248,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/31/2019,20184607.88,2018.368194,CY 2005,20187.00031,Q1-2005,201845.9153,February 2005,9.095989428,February,4.018917048,Thursday,2019.196156,FY 2005,2.006525923,Q3,20193.96808,Q3-2005,5.160445577,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/01/2019,20184634.77,2018.370876,CY 2005,20187.02734,Q1-2005,201846.1842,February 2005,9.096654732,February,4.018921638,Friday,2019.198922,FY 2005,2.006399982,Q3,20193.99562,Q3-2005,5.160104906,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/02/2019,20184661.66,2018.373558,CY 2005,20187.05437,Q1-2005,201846.4531,February 2005,9.097320036,February,4.018926228,Saturday,2019.201688,FY 2005,2.006274042,Q3,20194.02315,Q3-2005,5.159764235,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/03/2019,20184688.55,2018.37624,CY 2005,20187.0814,Q1-2005,201846.722,February 2005,9.09798534,February,4.018930819,Sunday,2019.204454,FY 2005,2.006148101,Q3,20194.05069,Q3-2005,5.159423565,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/04/2019,20184715.44,2018.378922,CY 2005,20187.10844,Q1-2005,201846.9909,February 2005,9.098650644,February,4.018935409,Monday,2019.20722,FY 2005,2.006022161,Q3,20194.07822,Q3-2005,5.159082894,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/05/2019,20184742.33,2018.381605,CY 2005,20187.13547,Q1-2005,201847.2598,February 2005,9.099315948,February,4.018939999,Tuesday,2019.209986,FY 2005,2.00589622,Q3,20194.10575,Q3-2005,5.158742223,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/06/2019,20184769.22,2018.384287,CY 2005,20187.1625,Q1-2005,201847.5287,February 2005,9.099981252,February,4.018944589,Wednesday,2019.212752,FY 2005,2.00577028,Q3,20194.13329,Q3-2005,5.158401553,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/07/2019,20184796.1,2018.386969,CY 2005,20187.18953,Q1-2005,201847.7976,February 2005,9.100646556,February,4.018949179,Thursday,2019.215518,FY 2005,2.005644339,Q3,20194.16082,Q3-2005,5.158060882,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/08/2019,20184822.99,2018.389651,CY 2005,20187.21656,Q1-2005,201848.0665,February 2005,9.10131186,February,4.01895377,Friday,2019.218284,FY 2005,2.005518399,Q3,20194.18836,Q3-2005,5.157720211,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/09/2019,20184849.88,2018.392334,CY 2005,20187.24359,Q1-2005,201848.3353,February 2005,9.101977164,February,4.01895836,Saturday,2019.22105,FY 2005,2.005392458,Q3,20194.21589,Q3-2005,5.15737954,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/10/2019,20184876.77,2018.395016,CY 2005,20187.27063,Q1-2005,201848.6042,February 2005,9.102642468,February,4.01896295,Sunday,2019.223816,FY 2005,2.005266518,Q3,20194.24343,Q3-2005,5.15703887,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/11/2019,20184903.66,2018.397698,CY 2005,20187.29766,Q1-2005,201848.8731,February 2005,9.103307772,February,4.01896754,Monday,2019.226582,FY 2005,2.005140577,Q3,20194.27096,Q3-2005,5.156698199,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/12/2019,20184930.55,2018.40038,CY 2005,20187.32469,Q1-2005,201849.142,February 2005,9.103973076,February,4.01897213,Tuesday,2019.229348,FY 2005,2.005014637,Q3,20194.2985,Q3-2005,5.156357528,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/13/2019,20184957.44,2018.403063,CY 2005,20187.35172,Q1-2005,201849.4109,February 2005,9.10463838,February,4.01897672,Wednesday,2019.232114,FY 2005,2.004888696,Q3,20194.32603,Q3-2005,5.156016857,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/14/2019,20184984.33,2018.405745,CY 2005,20187.37875,Q1-2005,201849.6798,February 2005,9.105303685,February,4.018981311,Thursday,2019.23488,FY 2005,2.004762756,Q3,20194.35357,Q3-2005,5.155676187,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/15/2019,20185011.22,2018.408427,CY 2005,20187.40579,Q1-2005,201849.9487,February 2005,9.105968989,February,4.018985901,Friday,2019.237647,FY 2005,2.004636815,Q3,20194.3811,Q3-2005,5.155335516,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/16/2019,20185038.11,2018.411109,CY 2005,20187.43282,Q1-2005,201850.2176,February 2005,9.106634293,February,4.018990491,Saturday,2019.240413,FY 2005,2.004510875,Q3,20194.40864,Q3-2005,5.154994845,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/17/2019,20185065,2018.413792,CY 2005,20187.45985,Q1-2005,201850.4865,February 2005,9.107299597,February,4.018995081,Sunday,2019.243179,FY 2005,2.004384934,Q3,20194.43617,Q3-2005,5.154654174,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/18/2019,20185091.88,2018.416474,CY 2005,20187.48688,Q1-2005,201850.7553,February 2005,9.107964901,February,4.018999671,Monday,2019.245945,FY 2005,2.004258994,Q3,20194.46371,Q3-2005,5.154313504,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/19/2019,20185118.77,2018.419156,CY 2005,20187.51391,Q1-2005,201851.0242,February 2005,9.108630205,February,4.019004262,Tuesday,2019.248711,FY 2005,2.004133053,Q3,20194.49124,Q3-2005,5.153972833,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/20/2019,20185145.66,2018.421838,CY 2005,20187.54094,Q1-2005,201851.2931,February 2005,9.109295509,February,4.019008852,Wednesday,2019.251477,FY 2005,2.004007113,Q3,20194.51878,Q3-2005,5.153632162,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/21/2019,20185172.55,2018.424521,CY 2005,20187.56798,Q1-2005,201851.562,February 2005,9.109960813,February,4.019013442,Thursday,2019.254243,FY 2005,2.003881172,Q3,20194.54631,Q3-2005,5.153291492,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/22/2019,20185199.44,2018.427203,CY 2005,20187.59501,Q1-2005,201851.8309,February 2005,9.110626117,February,4.019018032,Friday,2019.257009,FY 2005,2.003755232,Q3,20194.57385,Q3-2005,5.152950821,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/23/2019,20185226.33,2018.429885,CY 2005,20187.62204,Q1-2005,201852.0998,February 2005,9.111291421,February,4.019022622,Saturday,2019.259775,FY 2005,2.003629291,Q3,20194.60138,Q3-2005,5.15261015,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/24/2019,20185253.22,2018.432567,CY 2005,20187.64907,Q1-2005,201852.3687,February 2005,9.111956725,February,4.019027212,Sunday,2019.262541,FY 2005,2.003503351,Q3,20194.62892,Q3-2005,5.152269479,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/25/2019,20185280.11,2018.435249,CY 2005,20187.6761,Q1-2005,201852.6376,February 2005,9.112622029,February,4.019031803,Monday,2019.265307,FY 2005,2.00337741,Q3,20194.65645,Q3-2005,5.151928809,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/26/2019,20185307,2018.437932,CY 2005,20187.70314,Q1-2005,201852.9065,February 2005,9.113287333,February,4.019036393,Tuesday,2019.268073,FY 2005,2.00325147,Q3,20194.68398,Q3-2005,5.151588138,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/27/2019,20185333.89,2018.440614,CY 2005,20187.73017,Q1-2005,201853.1753,February 2005,9.113952637,February,4.019040983,Wednesday,2019.270839,FY 2005,2.003125529,Q3,20194.71152,Q3-2005,5.151247467,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/28/2019,20185360.78,2018.443296,CY 2005,20187.7572,Q1-2005,201853.4442,March 2005,9.114617941,March,4.019045573,Thursday,2019.273605,FY 2005,2.002999589,Q3,20194.73905,Q3-2005,5.150906796,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/01/2019,20185387.66,2018.445978,CY 2005,20187.78423,Q1-2005,201853.7131,March 2005,9.115283245,March,4.019050163,Friday,2019.276372,FY 2005,2.002873648,Q3,20194.76659,Q3-2005,5.150566126,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/02/2019,20185414.55,2018.448661,CY 2005,20187.81126,Q1-2005,201853.982,March 2005,9.115948549,March,4.019054753,Saturday,2019.279138,FY 2005,2.002747707,Q3,20194.79412,Q3-2005,5.150225455,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/03/2019,20185441.44,2018.451343,CY 2005,20187.83829,Q1-2005,201854.2509,March 2005,9.116613853,March,4.019059344,Sunday,2019.281904,FY 2005,2.002621767,Q3,20194.82166,Q3-2005,5.149884784,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/04/2019,20185468.33,2018.454025,CY 2005,20187.86533,Q1-2005,201854.5198,March 2005,9.117279157,March,4.019063934,Monday,2019.28467,FY 2005,2.002495826,Q3,20194.84919,Q3-2005,5.149544113,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/05/2019,20185495.22,2018.456707,CY 2005,20187.89236,Q1-2005,201854.7887,March 2005,9.117944461,March,4.019068524,Tuesday,2019.287436,FY 2005,2.002369886,Q3,20194.87673,Q3-2005,5.149203443,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/06/2019,20185522.11,2018.45939,CY 2005,20187.91939,Q1-2005,201855.0576,March 2005,9.118609765,March,4.019073114,Wednesday,2019.290202,FY 2005,2.002243945,Q3,20194.90426,Q3-2005,5.148862772,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/07/2019,20185549,2018.462072,CY 2005,20187.94642,Q1-2005,201855.3265,March 2005,9.119275069,March,4.019077704,Thursday,2019.292968,FY 2005,2.002118005,Q3,20194.9318,Q3-2005,5.148522101,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/08/2019,20185575.89,2018.464754,CY 2005,20187.97345,Q1-2005,201855.5954,March 2005,9.119940373,March,4.019082295,Friday,2019.295734,FY 2005,2.001992064,Q3,20194.95933,Q3-2005,5.148181431,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/09/2019,20185602.78,2018.467436,CY 2005,20188.00048,Q1-2005,201855.8642,March 2005,9.120605678,March,4.019086885,Saturday,2019.2985,FY 2005,2.001866124,Q3,20194.98687,Q3-2005,5.14784076,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/10/2019,20185629.67,2018.470119,CY 2005,20188.02752,Q1-2005,201856.1331,March 2005,9.121270982,March,4.019091475,Sunday,2019.301266,FY 2005,2.001740183,Q3,20195.0144,Q3-2005,5.147500089,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/11/2019,20185656.56,2018.472801,CY 2005,20188.05455,Q1-2005,201856.402,March 2005,9.121936286,March,4.019096065,Monday,2019.304032,FY 2005,2.001614243,Q3,20195.04194,Q3-2005,5.147159418,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/12/2019,20185683.44,2018.475483,CY 2005,20188.08158,Q1-2005,201856.6709,March 2005,9.12260159,March,4.019100655,Tuesday,2019.306798,FY 2005,2.001488302,Q3,20195.06947,Q3-2005,5.146818748,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/13/2019,20185710.33,2018.478165,CY 2005,20188.10861,Q1-2005,201856.9398,March 2005,9.123266894,March,4.019105245,Wednesday,2019.309564,FY 2005,2.001362362,Q3,20195.09701,Q3-2005,5.146478077,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/14/2019,20185737.22,2018.480848,CY 2005,20188.13564,Q1-2005,201857.2087,March 2005,9.123932198,March,4.019109836,Thursday,2019.31233,FY 2005,2.001236421,Q3,20195.12454,Q3-2005,5.146137406,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/15/2019,20185764.11,2018.48353,CY 2005,20188.16268,Q1-2005,201857.4776,March 2005,9.124597502,March,4.019114426,Friday,2019.315097,FY 2005,2.001110481,Q3,20195.15208,Q3-2005,5.145796735,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/16/2019,20185791,2018.486212,CY 2005,20188.18971,Q1-2005,201857.7465,March 2005,9.125262806,March,4.019119016,Saturday,2019.317863,FY 2005,2.00098454,Q3,20195.17961,Q3-2005,5.145456065,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/17/2019,20185817.89,2018.488894,CY 2005,20188.21674,Q1-2005,201858.0154,March 2005,9.12592811,March,4.019123606,Sunday,2019.320629,FY 2005,2.0008586,Q3,20195.20715,Q3-2005,5.145115394,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/18/2019,20185844.78,2018.491576,CY 2005,20188.24377,Q1-2005,201858.2842,March 2005,9.126593414,March,4.019128196,Monday,2019.323395,FY 2005,2.000732659,Q3,20195.23468,Q3-2005,5.144774723,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/19/2019,20185871.67,2018.494259,CY 2005,20188.2708,Q1-2005,201858.5531,March 2005,9.127258718,March,4.019132787,Tuesday,2019.326161,FY 2005,2.000606719,Q3,20195.26221,Q3-2005,5.144434052,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/20/2019,20185898.56,2018.496941,CY 2005,20188.29783,Q1-2005,201858.822,March 2005,9.127924022,March,4.019137377,Wednesday,2019.328927,FY 2005,2.000480778,Q3,20195.28975,Q3-2005,5.144093382,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/21/2019,20185925.45,2018.499623,CY 2005,20188.32487,Q1-2005,201859.0909,March 2005,9.128589326,March,4.019141967,Thursday,2019.331693,FY 2005,2.000354838,Q3,20195.31728,Q3-2005,5.143752711,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/22/2019,20185952.34,2018.502305,CY 2005,20188.3519,Q1-2005,201859.3598,March 2005,9.12925463,March,4.019146557,Friday,2019.334459,FY 2005,2.000228897,Q3,20195.34482,Q3-2005,5.14341204,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/23/2019,20185979.22,2018.504988,CY 2005,20188.37893,Q1-2005,201859.6287,March 2005,9.129919934,March,4.019151147,Saturday,2019.337225,FY 2005,2.000102957,Q3,20195.37235,Q3-2005,5.14307137,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/24/2019,20186006.11,2018.50767,CY 2005,20188.40596,Q1-2005,201859.8976,March 2005,9.130585238,March,4.019155737,Sunday,2019.339991,FY 2005,1.999977016,Q3,20195.39989,Q3-2005,5.142730699,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/25/2019,20186033,2018.510352,CY 2005,20188.43299,Q1-2005,201860.1665,March 2005,9.131250542,March,4.019160328,Monday,2019.342757,FY 2005,1.999851076,Q3,20195.42742,Q3-2005,5.142390028,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/26/2019,20186059.89,2018.513034,CY 2005,20188.46002,Q1-2005,201860.4354,March 2005,9.131915846,March,4.019164918,Tuesday,2019.345523,FY 2005,1.999725135,Q3,20195.45496,Q3-2005,5.142049357,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/27/2019,20186086.78,2018.515717,CY 2005,20188.48706,Q1-2005,201860.7042,March 2005,9.13258115,March,4.019169508,Wednesday,2019.348289,FY 2005,1.999599195,Q3,20195.48249,Q3-2005,5.141708687,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/28/2019,20186113.67,2018.518399,CY 2005,20188.51409,Q1-2005,201860.9731,March 2005,9.133246454,March,4.019174098,Thursday,2019.351055,FY 2005,1.999473254,Q3,20195.51003,Q3-2005,5.141368016,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/29/2019,20186140.56,2018.521081,CY 2005,20188.54112,Q1-2005,201861.242,March 2005,9.133911758,March,4.019178688,Friday,2019.353821,FY 2005,1.999347314,Q3,20195.53756,Q3-2005,5.141027345,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/30/2019,20186167.45,2018.523763,CY 2005,20188.56815,Q1-2005,201861.5109,March 2005,9.134577062,March,4.019183279,Saturday,2019.356588,FY 2005,1.999221373,Q3,20195.5651,Q3-2005,5.140686674,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/31/2019,20186194.34,2018.526446,CY 2005,20188.59518,Q2-2005,201861.7798,April 2005,9.135242366,April,4.019187869,Sunday,2019.359354,FY 2005,1.999095433,Q4,20195.59263,Q4-2005,5.140346004,April,WorkDay,0,None,None,None,Spring/Back to School
04/01/2019,20186221.23,2018.529128,CY 2005,20188.62222,Q2-2005,201862.0487,April 2005,9.13590767,April,4.019192459,Monday,2019.36212,FY 2005,1.998969492,Q4,20195.62017,Q4-2005,5.140005333,April,WeekEnd,0,None,None,None,Spring/Back to School
04/02/2019,20186248.11,2018.53181,CY 2005,20188.64925,Q2-2005,201862.3176,April 2005,9.136572975,April,4.019197049,Tuesday,2019.364886,FY 2005,1.998843552,Q4,20195.6477,Q4-2005,5.139664662,April,WeekEnd,0,None,None,None,Spring/Back to School
04/03/2019,20186275,2018.534492,CY 2005,20188.67628,Q2-2005,201862.5865,April 2005,9.137238279,April,4.019201639,Wednesday,2019.367652,FY 2005,1.998717611,Q4,20195.67524,Q4-2005,5.139323992,April,WorkDay,0,None,None,None,Spring/Back to School
04/04/2019,20186301.89,2018.537175,CY 2005,20188.70331,Q2-2005,201862.8554,April 2005,9.137903583,April,4.019206229,Thursday,2019.370418,FY 2005,1.998591671,Q4,20195.70277,Q4-2005,5.138983321,April,WorkDay,0,None,None,None,Spring/Back to School
